,temp_zone_0,phvac_0,occ_0,solar,temp_outdoor,Time,day_sin,day_cos,setpt_0
2021-07-18 13:45:00,68.91539625,-2730.207215,0,179.0666667,70.31333333,7/18/2021 13:45,-0.44228869,-0.896872742,25
2021-07-18 14:00:00,68.90735958,-2735.816954,0,147.4666667,70.64666667,7/18/2021 14:00,-0.5,-0.866025404,25
2021-07-18 14:15:00,68.89935625,-2728.766875,0,181.9333333,71.10666667,7/18/2021 14:15,-0.555570233,-0.831469612,25
2021-07-18 14:30:00,68.94741892,-2737.594899,1,248.6,71.36,7/18/2021 14:30,-0.608761429,-0.79335334,25
2021-07-18 14:45:00,69.1435935,-2760.293518,1,130.3333333,71.42666667,7/18/2021 14:45,-0.659345815,-0.751839807,25
2021-07-18 15:00:00,69.205579,-2779.93456,1,189.6,71.49333333,7/18/2021 15:00,-0.707106781,-0.707106781,25
2021-07-18 15:15:00,69.290179,-2792.65557,1,362.6666667,72.04666667,7/18/2021 15:15,-0.751839807,-0.659345815,25
2021-07-18 15:30:00,69.35838233,-2796.149302,1,314.4,73.09333333,7/18/2021 15:30,-0.79335334,-0.608761429,25
2021-07-18 15:45:00,69.44342125,-2800.47595,1,369.7333333,73.52666667,7/18/2021 15:45,-0.831469612,-0.555570233,25
2021-07-18 16:00:00,69.50562958,-2789.024314,1,180.5333333,74.14,7/18/2021 16:00,-0.866025404,-0.5,25
2021-07-18 16:15:00,69.54778333,-2807.465121,1,179.2666667,73.95333333,7/18/2021 16:15,-0.896872742,-0.44228869,25
2021-07-18 16:30:00,69.69389983,-2812.225156,1,375.8666667,74.23333333,7/18/2021 16:30,-0.923879533,-0.382683432,25
2021-07-18 16:45:00,69.87504967,-2802.071243,1,288.3333333,74.82,7/18/2021 16:45,-0.946930129,-0.321439465,25
2021-07-18 17:00:00,70.12686325,-2790.119027,1,316.7333333,75.28666667,7/18/2021 17:00,-0.965925826,-0.258819045,25
2021-07-18 17:15:00,70.58415025,-2771.583429,1,555.7333333,76.0,7/18/2021 17:15,-0.98078528,-0.195090322,25
